Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 营巷社区西面退}休职工大学东大门, Truth: 大塔儿巷15号杭州市退休职工大学(东门), Distance: 32615
Query: 人民路与仙家路交叉路口西0米停车处, Truth: 仙家路48号附近环卫停车场(出入口), Distance: 230
Query: 雍泽东南侧警务值班室, Truth: 彭埠派出所雍泽府警务室, Distance: 728
Query: 江陵路东侧杭州骏宝行5S店, Truth: 江陵路1740号杭州骏宝行汽车销售服务有限公司, Distance: 25389
Query: 潮王路和东晖路交叉口东北面旅游体育局, Truth: 东晖路101号下城区文化和广电旅游体育局, Distance: 447
Query: 天星街9号临平外国语学校, Truth: 天星街9号杭州市余杭区光华外国语学校, Distance: 24807
Query: 菜鸟驿站(杭州德胜上郡店)周围正新轮胎(金禾嘉苑小区南), Truth: 德胜汽配城大鹏轮胎经营部683-685号正新轮胎(金禾嘉苑南), Distance: 667
Query: 望江家园西园附近闻潮尚庭苑6幢, Truth: 上城区闻潮尚庭6幢, Distance: 45154
Query: 兰丁路与环丁路交叉口东侧明康鲜菜市(明朗店), Truth: 环丁路1541号明康汇生鲜菜市(天阳明朗店), Distance: 807
Query: 银沙西方向杭州中沙金座8幢, Truth: 下沙街道下沙经济开发区中沙金座8幢, Distance: 849
Query: 屏基山路45号金色留下写字楼, Truth: 屏基山路西50米金色留下财富中心, Distance: 735
Query: 档案馆南边浙江大学西溪校区美术室展览馆, Truth: 保俶北路12号浙江大学西溪校区美术馆, Distance: 570
Query: 三头一掌金乔街店附近晓猫洗车（元成）, Truth: 金乔街元成时代中心负二楼小猫洗车(元成时代中心), Distance: 757
Query: 大关地铁站B口步行310米大浒A区22号, Truth: 双绍弄76号大浒东苑A区22幢, Distance: 741
Query: 时代大道辅路东方网易园区地面停车场, Truth: 滨江区网易园区停车场, Distance: 8350
Query: 潘水路22号北潘水苑3号楼, Truth: 潘水路22号潘水苑北区3幢潘水苑北区3幢, Distance: 646
Query: 金蓬街与墩池路交叉口的南面自在城停车东, Truth: 通济路与金蓬街交叉口东南200米自在城东苑停车场, Distance: 902
Query: 千岛湖洲际度假酒店亲子游乐部西侧大堂, Truth: 千岛湖风景区千岛湖镇羡山半岛万向路千岛湖洲际度假酒店内L层千岛湖洲际度假酒店大堂吧, Distance: 0
Query: 中山南路77号广场男卫生间, Truth: 中山南路77号利星名品广场F1利星名品广场-男洗手间, Distance: 60206
Query: 排岭南路84华号苑, Truth: 排岭南路84号新华苑(排岭南路), Distance: 138445
Query: 同港路东小学停车点, Truth: 丁兰街道同港路128号丁荷小学停车场, Distance: 594
Query: 玉古路西侧住宅小区南3门, Truth: 西溪路358正和居(南3门), Distance: 904
Query: 集萃路西侧乾成园(东北2口, Truth: 集萃路9号附近乾成园(东北2门), Distance: 17908
Query: 中心#路与德胜东路交叉路口西北方向浙江万品汽r配WA区5栋, Truth: 万品汽配市场A区5幢浙江万品汽配市场A区5幢, Distance: 11254
Query: 杭州市钱塘外语学校世纪西区(西2门), Truth: 世纪新城西区(西2门), Distance: 703
Query: 天时苑西区东侧东区4栋, Truth: 东兴路天时苑天时苑东区4幢, Distance: 835
Query: 文二西路108号益乐南门, Truth: 文二西路108号益乐新村南区(南门), Distance: 279
Query: 之江绿道凉亭附近钱江世纪公园D区停车场, Truth: 民和路与观澜路交叉口西北150米钱江世纪公园D区地下停车场, Distance: 1091
Query: 在玉古路是由北向南到了求是路的那个交叉口又往东走的浙大求是村19栋, Truth: 求是路浙大求是村19栋, Distance: 679
Query: 庆春广场地铁站Dx口对b面庆春广场地铁站E1出入口, Truth: 2号线庆春广场地铁站E1口, Distance: 11131
Query: 东新路与沈家路交叉口西北210米物美收货点, Truth: 东新路655号西联广场B1层物美收货区, Distance: 704
Query: 双绍76-22, Truth: 双绍弄76号大浒东苑A区22幢, Distance: 865
Query: 东新路与新西路交叉口附近重机小区14-2号, Truth: 东新路612新颜苑社区重机宿舍(东新路)附近重机宿舍14-2号, Distance: 1461
Query: 邻里生活中心农贸市场附近西溪北苑北区101号, Truth: 余杭区西溪北苑北区101号楼, Distance: 974
Query: 金家渡村南苑小区金家渡, Truth: 金家渡村金家渡南苑小区, Distance: 659
Query: 武林路往东杭州嘉里中心1F星巴克臻选, Truth: 庆春路268号嘉里中心办公楼一层OL101a号单元星巴克臻选(嘉里中心1店), Distance: 18720
Query: 杭州市启航中学东边校区11幢, Truth: 和睦路509号华丰新村11幢, Distance: 577
Query: 紫荆花北路东边l驾校训练基地, Truth: 紫荆花北路233号杭州梦之岛驾校训练场, Distance: 869
Query: 华都大厦东北方向中国工商银行杭州分行停车库, Truth: 庆春路90号中国工商银行浙江省分行营业部中国工商银行杭州分行停车场, Distance: 348
Query: 运道西南边新村小区28号楼, Truth: 湖墅南路460号仓基新村社区28幢, Distance: 687
Query: 东新路612号重机小区14-2号, Truth: 东新路612新颜苑社区重机宿舍(东新路)附近重机宿舍14-2号, Distance: 671
Query: 联谊路南侧望江亭钓具店, Truth: 所前镇缪家村109号望江亭钓具, Distance: 24720
Query: 古墩路东侧24小时自助服务区, Truth: 古墩路730号附近虾龙圩社区行政服务中心24小时自助服务区, Distance: 572
Query: 浣纱路与学士路交叉口东北80米浙大医学院附属妇产科医院门诊大楼, Truth: 浣纱路298号浙江大学医学院附属妇产科医院浙江大学医学院附属妇产科医院门诊部, Distance: 659
Query: 定安路西侧如家快捷宾馆(杭州西湖银泰), Truth: 定安路25号如家快捷酒店(杭州西湖银泰店), Distance: 983
Query: 采菱路北面金枫锅贴店, Truth: 庆菱路13号金枫锅贴, Distance: 976
Query: 湖滨二公园游船码头附近老虎堂快餐(湖滨银泰in77C区C2), Truth: 延安路258号杭州湖滨银泰in77C区C2B1层老虎堂(杭州湖滨银泰in77C区C2), Distance: 6273
Query: 南星桥地铁站B口步行310米瓦坊3栋, Truth: 秋涛路飞云江路南瓦坊3幢, Distance: 669
Query: 灯彩街和古墩路交叉口东南面润达小区1号楼, Truth: 古墩路1290-1292号润达花园1号楼, Distance: 721
Query: 文一路东侧耀江-15, Truth: 文一路227号耀江文萃苑15幢, Distance: 274
Query: 跨塘桥路与德学巷交叉口附近世茂, Truth: 跨塘桥路世茂天誉湾(建设中), Distance: 983
Query: 北沙西路南边家居店北大门, Truth: 北沙西路江南家居(北门), Distance: 384
Query: 古墩路西侧黔江制冷楼-接送点位, Truth: 钱江制冷大楼附近钱江制冷大楼-接送点, Distance: 5168
Query: 古墩路东侧妇产科亿元停车点, Truth: 古墩路666号杭州艾玛妇产医院内杭州艾玛妇产科医院停车场, Distance: 8121
Query: 保利东湾西区西南角保利天地中心1期-5, Truth: 22号大街杭州养正学校东南侧约130米保利天地中心1期5幢, Distance: 23298
Query: 余杭塘路1001号星巴克臻选, Truth: 余杭塘路1001号龙湖西溪天街商业中心2号楼1层1-3号星巴克臻选(龙湖西溪天街店), Distance: 419
Query: 春江花园西南面梧桐苑西区, Truth: 迎春南路512号附近梧桐公寓-西区, Distance: 20
Query: 八柯线商贸路口足浴, Truth: 商贸路713号附近小丫头足浴(坎山店), Distance: 42045
Query: 方正·荷塘月色附近悦尚湾停车点, Truth: 祥运路188号悦尚湾停车场, Distance: 917
Query: 乾潭镇子胥路274号建德七里扬帆姚坞客运码头, Truth: 乾潭镇子胥路274号建德七里扬帆姚坞旅游码头, Distance: 102752
Query: 东教路与湖州街路口蔡马新村82号楼, Truth: 拱墅区蔡马新村82幢, Distance: 429
Query: 104国道与塘盛线交叉口西北320米的武警边防医院, Truth: 104国道西100米武警边防医院, Distance: 391
Query: 安乔宠物诊所西边北城铭苑(东北1), Truth: 蕙兰雅路25号北城铭苑(东北1门), Distance: 886
Query: 商贸路713号附近足浴, Truth: 商贸路713号附近小丫头足浴(坎山店), Distance: 174
Query: 金祝南路于体育场路交叉口西南角浙江省型政中心8号楼, Truth: 体育场路479号浙江省行政中心8号楼, Distance: 8006
Query: 诚业路和滨安路交叉口东北侧亚朵酒店, Truth: 诚业路356号杭州滨江宝龙城亚朵酒店, Distance: 857
Query: 金一路与金惠路交叉口西南300米东信莱茵园6栋, Truth: 东信莱茵园6幢东信莱茵园6号楼, Distance: 118
Query: 临平星光街城市花苑, Truth: 临平星光街e·世纪城市花园, Distance: 880
Query: 南复路56号德高防水陶瓷品市场店, Truth: 南复路56号陶瓷品市场3-1-28-1德高防水(杭州陶瓷品市场专卖店), Distance: 8563
Query: 丰潭路东东区别墅11幢, Truth: 丰潭路26-8号附近亚洲城花园东区别墅11号楼, Distance: 991
Query: 杭州浙大圆正启真水晶酒店东北50米云快充申悦国际充电站, Truth: 古墩路671号申悦国际B2层停车场云快充申悦国际充电站, Distance: 2479
Query: 云溪山居周围临安区人民府单位, Truth: 衣锦街398号(政府大院内)临安区人民政府, Distance: 812
Query: 清江路256号东边管理局停车场(出入口), Truth: 清江路与秋石快速路入口交叉口南50米杭州市上城区城市管理局汽车场(东北门), Distance: 472
Query: 大浒街99号远洋7, Truth: 大浒街99号远洋公馆7幢, Distance: 985
Query: 天虹街南博世家电, Truth: 古墩路808号新时代家居生活广场3楼F座12号博世家电生活馆(新时代生活家居广场店), Distance: 818
Query: 黄姑山横路向北杭芝公司东侧门, Truth: 教工路27号杭芝机电有限公司(东2门), Distance: 3011
Query: 一号路与四号路交叉口西南面锐步(首创奥特莱斯店), Truth: 江滨东大道889号杭州首创奥特莱斯锐步(首创奥特莱斯店), Distance: 395
Query: 杭州市老年人体育协会周围杭州市陈经纶体育学校停车处, Truth: 曙光路126号杭州市陈经纶体育学校杭州市陈经纶体育学校停车场, Distance: 717
Query: 黄姑山横路与市黄姑山路交叉口北80米社区西2门, Truth: 黄姑山路22附近黄姑山社区(西2门), Distance: 845
Query: CCB建融家园 ·玉泉社区附近酒店黄龙体育中心店, Truth: 天目山路135号玉泉大厦美豪丽致酒店(黄龙体育中心店), Distance: 398
Query: 杭州湾商务大厦东边濮家东村西3, Truth: 秋涛北路286号附近濮家东村(西3门), Distance: 372
Query: 规划二路西面少年宫星都国悦府分宫, Truth: 北干街道国悦府星都社区萧山区青少年宫(星都分宫), Distance: 290
Query: 博奥路南杭州国际博览A座, Truth: 博奥路(杭州奥体博览城)杭州国际博览中心A座, Distance: 232
Query: 浙商证券附近金基绿城明珠1号楼, Truth: 五星路201金基绿城·明珠国际1号楼, Distance: 32810
Query: 物联网街南面骏宝行宝马5S店, Truth: 江陵路1740号杭州骏宝行汽车销售服务有限公司, Distance: 409
Query: 杨家墩过渡房东区以北立业园（西大门）, Truth: 立业园(西门), Distance: 911
Query: 甘王路与秋涛路1弄交叉口西南方向莫邪唐(地铁站), Truth: (在建)7号线一期江北段莫邪塘(地铁站), Distance: 769
Query: 四铜线南别墅东北大门, Truth: 二黄线绿城·七里香溪别墅园(东北门), Distance: 791
Query: 天目山西路228号江南茶叶市场, Truth: 天目山西路228号江南茶叶市场, Distance: 31583
Query: 开化清水鱼馆西边社西区2门, Truth: 世纪新城西区(西2门), Distance: 922
Query: 分水游泳馆附近杭州江南实验学校教育机构(分水校区), Truth: 分水镇院士路杭州江南实验学校教育集团(分水校区), Distance: 102503
Query: 西萧路南停车场(萧山区皮肤病医院北), Truth: 城厢街道萧西路附近停车场(萧山区皮肤病医院北), Distance: 976
Query: 宏业路南面融创港印员工寝室, Truth: 河庄路保税大厦东侧约290米融创港印中心员工宿舍, Distance: 935
Query: 十甲河绿道东面迎春北苑14号楼, Truth: 西兴街道滨兴路迎春北苑迎春北苑14幢, Distance: 341
Query: 星艺街南方花园小区11, Truth: 古墩路582号政新花园11幢, Distance: 710
Query: 在荡鱼街上由西向东走到了金兰巷的交叉口那个西北140米的白马尊邸蓝爵2幢, Truth: 西湖区白马尊邸蓝爵2幢, Distance: 189
Query: 从德胜中路与机场路交叉路口红绿灯处向东北大概走200米进入草庄景墅找到第17号楼就可以了, Truth: 机场路南100米草庄景墅17号楼, Distance: 805
Query: 金家渡中苑东南附近金家渡南小区东北门, Truth: 金家渡南路4路附近金家渡南苑小区(东北门), Distance: 286
Query: 供销社小区旁边天林广场停车场入口, Truth: 天林广场停车场(出入口), Distance: 28
Query: 7天酒店(杭州临安店)对面人民政府, Truth: 衣锦街398号(政府大院内)临安区人民政府, Distance: 897
Query: 城西路西南湖明筑苑花苑3-8号, Truth: 城南路南湖丽景西北侧约180米南湖名筑花苑3-8号, Distance: 23207
Query: 沈半路东面善贤人家停车处(出入口), Truth: 沈半路102号附近善贤人家停车场善贤人家停车场(出入口), Distance: 17692
Query: 三普集团附近东信大厦-接送服务点, Truth: 东信大厦附近东信大厦-接送点, Distance: 56
Query: 中栋国际银座1号楼中栋国际超市怪兽充电, Truth: 中栋国际银座1号楼怪兽充电(中栋国际超市), Distance: 484
Query: 杭州文翔教育对面滨江·金色海岸6座, Truth: 庆春东路38号滨江·金色海岸6幢, Distance: 490
Query: 庆春路南侧家门口的菜摊(皮市巷), Truth: 冯山人巷与皮市巷交叉口南100米家门口的菜园子(皮市巷), Distance: 859
Query: 青六线右侧义蓬名苑停车点出入口, Truth: 义蓬街道青六线义蓬名苑附近义蓬名苑停车场(出入口), Distance: 82
Query: 余杭塘路2318号杭州师范仓前校区恕园16号楼, Truth: 余杭塘路2318号杭州师范大学仓前校区恕园16号楼, Distance: 57646
